Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Dong Ha,2023-12-13 21:04:52.000000 ,22.35,92,0.78,1017,23.04,173,10,10000,Không xác định,Nắng
Bim Son,2023-12-13 21:00:04.000000 ,23.62,80,2.33,1017,24.13,170,12,10000,Mây ít,Nắng
Phu Ly,2023-12-13 21:04:53.000000 ,23.12,85,1.85,1017,23.71,145,24,10000,Mây ít,Nắng
Hai Ha,2023-12-13 21:04:53.000000 ,21.01,94,1.23,1017,21.62,158,6,10000,Không xác định,Nắng
Ha Dong,2023-12-13 21:04:53.000000 ,24.01,85,3.58,1017,24.69,133,8,10000,Không xác định,Nắng
Hau Duong,2023-12-13 21:04:53.000000 ,24.02,88,4.12,1017,24.78,130,6,5000,Không xác định,Nắng
Yen Lap,2023-12-13 21:01:29.000000 ,22.48,85,1.43,1016,23.0,124,5,10000,Không xác định,Nắng
Thanh Ba,2023-12-13 21:04:54.000000 ,23.14,80,3.52,1016,23.6,122,4,10000,Không xác định,Nắng
Doan Hung,2023-12-13 21:02:35.000000 ,23.08,80,2.66,1016,23.53,121,7,10000,Không xác định,Nắng
Son Duong,2023-12-13 21:04:54.000000 ,22.02,84,1.51,1017,22.47,104,7,10000,Không xác định,Nắng
Ho Chi Minh City,2023-12-14 09:48:47.000000 ,33.01,49,4.63,1014,36.03,70,0,10000,Không xác định,Nắng
Hanoi,2023-12-14 09:48:48.000000 ,24.0,59,3.37,1017,24.0,169,57,10000,Mây rải rác,Nắng
Turan,2023-12-14 09:45:41.000000 ,27.99,74,0.51,1017,31.19,0,40,10000,Mây rải rác,Nắng
Haiphong,2023-12-14 09:46:31.000000 ,25.95,78,2.57,1017,25.95,100,64,9000,Mây rải rác,Nắng
Bien Hoa,2023-12-14 09:48:48.000000 ,32.99,67,1.31,1013,39.99,16,98,10000,Mây u ám,Nắng
Can Tho,2023-12-14 09:48:48.000000 ,30.99,62,5.66,1013,35.33,50,0,10000,Không xác định,Nắng
Thu Dau Mot,2023-12-14 09:48:48.000000 ,33.03,49,4.63,1014,36.06,70,0,10000,Không xác định,Nắng
Di An,2023-12-14 09:45:41.000000 ,32.82,49,4.63,1014,35.65,70,0,10000,Không xác định,Nắng
Hue,2023-12-14 09:45:10.000000 ,26.06,83,0.51,1017,26.06,150,75,8000,Mây rải rác,Nắng
Vung Tau,2023-12-14 09:45:47.000000 ,28.12,68,3.66,1013,30.63,77,82,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-12-14 09:48:48.000000 ,33.03,49,4.63,1014,36.06,70,0,10000,Không xác định,Nắng
Nha Trang,2023-12-14 09:48:48.000000 ,29.0,70,2.83,1016,32.73,10,85,10000,Mây u ám,Nắng
Ha Long,2023-12-14 09:45:11.000000 ,25.77,65,2.17,1017,26.1,109,75,10000,Mây rải rác,Nắng
Qui Nhon,2023-12-14 09:48:48.000000 ,26.32,78,3.9,1017,26.32,351,13,10000,Mây ít,Nắng
Thanh Hoa,2023-12-14 09:48:49.000000 ,27.34,63,2.15,1017,28.78,175,31,10000,Mây rải rác,Nắng
Thai Nguyen,2023-12-14 09:48:49.000000 ,23.88,67,2.4,1017,24.07,164,52,10000,Mây rải rác,Nắng
Buon Ma Thuot,2023-12-14 09:48:49.000000 ,27.98,56,4.33,1015,29.0,80,56,10000,Mây rải rác,Nắng
Long Xuyen,2023-12-14 09:48:49.000000 ,30.97,63,2.7,1013,35.55,70,82,10000,Mây rải rác,Nắng
Phu Khuong,2023-12-14 09:48:49.000000 ,29.69,60,2.99,1013,32.25,72,93,10000,Mây u ám,Nắng
Vinh,2023-12-14 09:48:49.000000 ,25.42,76,0.94,1018,26.0,291,48,10000,Mây rải rác,Nắng
Rach Gia,2023-12-14 09:48:49.000000 ,28.81,71,3.89,1013,32.49,70,62,10000,Mây rải rác,Nắng
Da Lat,2023-12-14 09:45:42.000000 ,22.61,55,2.81,1016,22.36,74,98,10000,Mây u ám,Nắng
Bac Ninh,2023-12-14 09:48:49.000000 ,24.05,61,4.0,1017,24.1,166,65,10000,Mây rải rác,Nắng
Hai Duong,2023-12-14 09:45:42.000000 ,26.0,59,4.3,1017,26.0,156,93,10000,Mây u ám,Nắng
Phan Thiet,2023-12-14 09:48:49.000000 ,29.71,58,3.64,1013,31.92,67,100,10000,Mây u ám,Nắng
Pleiku,2023-12-14 09:45:42.000000 ,27.49,50,3.72,1016,27.9,79,96,10000,Mây u ám,Nắng
Nam Dinh,2023-12-14 09:48:50.000000 ,27.08,64,3.13,1017,28.49,165,81,10000,Mây rải rác,Nắng
Ca Mau,2023-12-14 09:48:50.000000 ,30.54,59,6.83,1013,33.67,73,88,10000,Mây u ám,Nắng
Viet Tri,2023-12-14 09:48:50.000000 ,23.97,67,1.79,1017,24.17,141,66,10000,Mây rải rác,Nắng
Soc Trang,2023-12-14 09:48:50.000000 ,30.12,61,7.1,1013,33.27,74,92,10000,Mây u ám,Nắng
Quang Ngai,2023-12-14 09:45:43.000000 ,27.32,71,0.49,1017,29.51,331,93,10000,Mây u ám,Nắng
Thai Binh,2023-12-14 09:48:50.000000 ,27.11,65,3.16,1017,28.62,155,64,10000,Mây rải rác,Nắng
My Tho,2023-12-14 09:48:50.000000 ,31.51,54,2.06,1013,34.4,83,64,10000,Mây rải rác,Nắng
Tuy Hoa,2023-12-14 09:45:43.000000 ,26.5,79,3.7,1017,26.5,6,78,10000,Mây rải rác,Nắng
Bac Lieu,2023-12-14 09:48:50.000000 ,29.21,67,8.73,1013,32.62,73,91,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-14 09:45:43.000000 ,25.99,54,2.78,1017,25.99,147,72,10000,Mây rải rác,Nắng
Bac Giang,2023-12-14 09:48:50.000000 ,24.04,61,4.24,1017,24.09,162,77,10000,Mây rải rác,Nắng
Tay Ninh,2023-12-14 09:48:50.000000 ,29.79,59,3.01,1013,32.25,74,92,10000,Mây u ám,Nắng
Ninh Binh,2023-12-14 09:48:51.000000 ,27.33,61,2.94,1017,28.59,172,86,10000,Mây u ám,Nắng
Tan An,2023-12-14 09:48:51.000000 ,33.01,58,1.17,1013,38.84,76,66,10000,Mây rải rác,Nắng
Kon Tum,2023-12-14 09:48:51.000000 ,28.37,52,1.63,1016,29.08,74,97,10000,Mây u ám,Nắng
Tam Ky,2023-12-14 09:48:51.000000 ,27.56,67,0.76,1017,29.52,89,46,10000,Mây rải rác,Nắng
Vinh Long,2023-12-14 09:48:51.000000 ,30.99,60,2.23,1013,34.82,89,42,10000,Mây rải rác,Nắng
Lao Cai,2023-12-14 09:48:51.000000 ,25.14,78,1.3,1017,25.75,125,62,10000,Mây rải rác,Nắng
Lagi,2023-12-14 09:48:51.000000 ,28.69,64,3.97,1013,31.1,64,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-14 09:48:49.000000 ,28.81,71,3.89,1013,32.49,70,62,10000,Mây rải rác,Nắng
Con Son,2023-12-14 09:48:51.000000 ,26.38,88,9.7,1013,26.38,55,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-14 09:48:51.000000 ,29.78,60,2.26,1013,32.42,70,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-14 09:48:51.000000 ,29.6,52,1.61,1013,30.76,76,67,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-12-14 09:44:42.000000 ,29.87,61,5.44,1014,32.78,33,65,10000,Mây rải rác,Nắng
Kwang Binh,2023-12-14 09:48:51.000000 ,25.47,76,1.18,1017,26.06,44,93,10000,Mây u ám,Nắng
Dien Bien Phu,2023-12-14 09:45:45.000000 ,25.72,59,0.83,1018,25.89,201,80,10000,Mây rải rác,Nắng
Turan,2023-12-14 09:48:52.000000 ,27.99,74,0.51,1017,31.19,0,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-14 09:48:52.000000 ,29.97,57,1.37,1014,32.2,73,97,10000,Mây u ám,Nắng
Loc Ninh,2023-12-14 09:48:51.000000 ,29.6,52,1.61,1013,30.76,76,67,10000,Mây rải rác,Nắng
Song Cau,2023-12-14 09:45:45.000000 ,26.93,74,3.84,1017,29.06,7,40,10000,Mây rải rác,Nắng
Bim Son,2023-12-14 09:48:52.000000 ,27.09,62,2.76,1017,28.35,180,67,10000,Mây rải rác,Nắng
Cu Chi,2023-12-14 09:45:45.000000 ,33.01,64,2.04,1013,40.01,68,88,10000,Mây u ám,Nắng
Uyen Hung,2023-12-14 09:48:52.000000 ,32.78,69,1.29,1014,39.78,25,100,10000,Mây u ám,Nắng
Ben Tre,2023-12-14 09:48:52.000000 ,31.59,51,2.79,1013,33.85,82,64,10000,Mây rải rác,Nắng
Sa Dec,2023-12-14 09:45:45.000000 ,30.99,63,2.58,1013,35.59,77,48,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-12-14 09:48:52.000000 ,28.34,69,2.71,1016,31.19,11,78,10000,Mây rải rác,Nắng
Song Cau,2023-12-14 09:45:45.000000 ,26.93,74,3.84,1017,29.06,7,40,10000,Mây rải rác,Nắng
Ngo Chau,2023-12-14 09:48:52.000000 ,27.59,69,2.83,1017,29.78,19,55,10000,Mây rải rác,Nắng
Hoi An,2023-12-14 09:45:46.000000 ,27.98,75,1.6,1017,31.31,204,40,10000,Mây rải rác,Nắng
Dong Ha,2023-12-14 09:45:46.000000 ,26.23,74,1.96,1017,26.23,76,76,10000,Mây rải rác,Nắng
Bim Son,2023-12-14 09:48:52.000000 ,27.09,62,2.76,1017,28.35,180,67,10000,Mây rải rác,Nắng
Phu Ly,2023-12-14 09:48:53.000000 ,27.7,59,3.48,1017,28.92,171,95,10000,Mây u ám,Nắng
Hai Ha,2023-12-14 09:45:46.000000 ,27.35,59,1.37,1017,28.45,174,25,10000,Mây rải rác,Nắng
Ha Dong,2023-12-14 09:45:46.000000 ,24.01,59,3.2,1017,24.01,171,54,10000,Mây rải rác,Nắng
Hau Duong,2023-12-14 09:48:53.000000 ,24.02,88,2.57,1018,24.78,50,75,2500,Không xác định,Nắng
Yen Lap,2023-12-14 09:48:53.000000 ,26.32,66,1.32,1017,26.32,106,53,10000,Mây rải rác,Nắng
Thanh Ba,2023-12-14 09:48:53.000000 ,25.62,68,1.93,1017,26.01,132,81,10000,Mây rải rác,Nắng
Doan Hung,2023-12-14 09:48:53.000000 ,25.41,70,1.77,1017,25.83,138,90,10000,Mây u ám,Nắng
Son Duong,2023-12-14 09:45:46.000000 ,25.5,69,1.35,1017,25.91,139,85,10000,Mây u ám,Nắng
